,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
13619,Young, State-gov,"<=375,000", Some-college,8-12, Never-married, Exec-managerial, Own-child, White, Male,No Gain,Modest Loss,0-20hrs, United-States, <=50K
13620,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Craft-repair, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13621,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13622,Young, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Craft-repair, Husband, White, Male,Medium Gain,No Loss,40-60hrs, United-States, <=50K
13623,Old, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13624,Young, Local-gov,"<=375,000", Bachelors,12-16, Never-married, Prof-specialty, Own-child, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
13625,Middle-Aged, Private,"<=375,000", Prof-school,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,60-80hrs, United-States, >50K
13626,Young,,"<=375,000", 10th,4-8, Never-married,, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13627,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-spouse-absent, Sales, Unmarried, White, Female,No Gain,No Loss,0-20hrs, Cuba, <=50K
13628,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Never-married, Sales, Not-in-family, White, Male,No Gain,No Loss,60-80hrs, United-States, <=50K
13629,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Adm-clerical, Wife, White, Female,No Gain,No Loss,20-40hrs, Dominican-Republic, <=50K
13630,Middle-Aged, Private,"<=375,000", Some-college,8-12, Divorced, Sales, Unmarried, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
13631,Middle-Aged, Private,"<=375,000", Masters,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,Modest Loss,20-40hrs, United-States, >50K
13632,Middle-Aged, State-gov,"<=375,000", HS-grad,8-12, Married-civ-spouse, Farming-fishing, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13633,Old, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Protective-serv, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13634,Middle-Aged, Private,"<=375,000", 12th,4-8, Married-civ-spouse, Adm-clerical, Husband, White, Male,Medium Gain,No Loss,40-60hrs, United-States, <=50K
13635,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Never-married, Prof-specialty, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13636,Old, Self-emp-inc,"<=375,000", 11th,4-8, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
13637,Middle-Aged, Self-emp-inc,"<=375,000", Assoc-voc,8-12, Married-civ-spouse, Farming-fishing, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13638,Middle-Aged, Private,">375,000 and <=750,000", HS-grad,8-12, Divorced, Adm-clerical, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13639,Middle-Aged, Self-emp-not-inc,"<=375,000", 7th-8th,0-4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Medium Gain,No Loss,40-60hrs, United-States, >50K
13640,Middle-Aged, Local-gov,"<=375,000", Masters,12-16, Divorced, Prof-specialty, Unmarried, White, Female,No Gain,No Loss,40-60hrs, Canada, <=50K
13641,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,No Gain,No Loss,40-60hrs, United-States, >50K
13642,Middle-Aged, Private,"<=375,000", Some-college,8-12, Never-married, Sales, Unmarried, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13643,Middle-Aged, Federal-gov,">375,000 and <=750,000", HS-grad,8-12, Separated, Adm-clerical, Other-relative, Black, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13644,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Sales, Husband, Black, Male,No Gain,No Loss,20-40hrs, United-States, >50K
13645,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Adm-clerical, Wife, White, Female,No Gain,No Loss,0-20hrs, United-States, >50K
13646,Old,,"<=375,000", HS-grad,8-12, Married-civ-spouse,, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13647,Middle-Aged, Self-emp-not-inc,"<=375,000", HS-grad,8-12, Married-civ-spouse, Sales, Husband, Black, Male,No Gain,No Loss,60-80hrs, Jamaica, <=50K
13648,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Craft-repair, Other-relative, White, Female,No Gain,No Loss,20-40hrs, Vietnam, <=50K
13649,Young, Private,"<=375,000", Some-college,8-12, Never-married, Transport-moving, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13650,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
13651,Old, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,High Gain,No Loss,40-60hrs, United-States, >50K
13652,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Never-married, Machine-op-inspct, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13653,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13654,Middle-Aged, Local-gov,"<=375,000", Masters,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
13655,Middle-Aged, State-gov,">375,000 and <=750,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,High Gain,No Loss,20-40hrs, United-States, >50K
13656,Middle-Aged, Local-gov,"<=375,000", HS-grad,8-12, Separated, Other-service, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13657,Young, Private,"<=375,000", Some-college,8-12, Never-married, Exec-managerial, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13658,Middle-Aged, Private,"<=375,000", 9th,4-8, Separated, Farming-fishing, Unmarried, Black, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13659,Middle-Aged, Local-gov,"<=375,000", HS-grad,8-12, Widowed, Transport-moving, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13660,Middle-Aged, Private,"<=375,000", Masters,12-16, Married-civ-spouse, Sales, Husband, White, Male,No Gain,Appreciable Loss,60-80hrs, United-States, >50K
13661,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Never-married, Prof-specialty, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, >50K
13662,Old, Private,"<=375,000", HS-grad,8-12, Never-married, Adm-clerical, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13663,Young, Private,"<=375,000", Some-college,8-12, Never-married, Machine-op-inspct, Own-child, White, Female,No Gain,No Loss,60-80hrs, United-States, <=50K
13664,Old, Local-gov,"<=375,000", 1st-4th,0-4, Widowed, Handlers-cleaners, Unmarried, Black, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13665,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Adm-clerical, Wife, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13666,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Separated, Craft-repair, Unmarried, White, Male,No Gain,No Loss,60-80hrs, Philippines, <=50K
13667,Young, State-gov,"<=375,000", Bachelors,12-16, Never-married, Tech-support, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13668,Old, State-gov,"<=375,000", 9th,4-8, Never-married, Adm-clerical, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13669,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Transport-moving, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
13670,Middle-Aged, State-gov,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13671,Middle-Aged, Private,"<=375,000", Some-college,8-12, Divorced, Adm-clerical, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13672,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Other-service, Own-child, White, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
13673,Young, Private,"<=375,000", Some-college,8-12, Never-married, Adm-clerical, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13674,Middle-Aged, Federal-gov,"<=375,000", HS-grad,8-12, Married-civ-spouse, Adm-clerical, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
13675,Old, Self-emp-not-inc,"<=375,000", Assoc-acdm,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
13676,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Craft-repair, Own-child, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13677,Old, Self-emp-not-inc,"<=375,000", Some-college,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13678,Middle-Aged, Local-gov,"<=375,000", Bachelors,12-16, Never-married, Prof-specialty, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13679,Middle-Aged, Private,">375,000 and <=750,000", Some-college,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13680,Old, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Transport-moving, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13681,Middle-Aged, Self-emp-not-inc,"<=375,000", HS-grad,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13682,Middle-Aged, Private,"<=375,000", 1st-4th,0-4, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
13683,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13684,Middle-Aged, Private,"<=375,000", Assoc-voc,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13685,Young, Private,"<=375,000", Bachelors,12-16, Never-married, Machine-op-inspct, Own-child, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13686,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13687,Middle-Aged, Private,"<=375,000", Assoc-acdm,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13688,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13689,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Never-married, Adm-clerical, Not-in-family, White, Female,Medium Gain,No Loss,20-40hrs, United-States, <=50K
13690,Middle-Aged, Federal-gov,"<=375,000", Bachelors,12-16, Never-married, Adm-clerical, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13691,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,Modest Loss,40-60hrs,, >50K
13692,Middle-Aged, State-gov,"<=375,000", Bachelors,12-16, Married-civ-spouse, Protective-serv, Husband, Black, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13693,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Other-service, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13694,Old, Self-emp-not-inc,"<=375,000", 5th-6th,0-4, Never-married, Sales, Not-in-family, White, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
13695,Middle-Aged, Private,"<=375,000", Masters,12-16, Married-civ-spouse, Sales, Husband, White, Male,High Gain,No Loss,20-40hrs, United-States, >50K
13696,Old, Self-emp-not-inc,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, Cuba, <=50K
13697,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Handlers-cleaners, Own-child, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13698,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13699,Young, Private,"<=375,000", HS-grad,8-12, Married-spouse-absent, Transport-moving, Own-child, White, Male,No Gain,No Loss,20-40hrs, Peru, <=50K
13700,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Never-married, Exec-managerial, Unmarried, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
13701,Old, Private,"<=375,000", HS-grad,8-12, Divorced, Machine-op-inspct, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13702,Young, Private,">375,000 and <=750,000", 12th,4-8, Never-married, Farming-fishing, Own-child, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13703,Middle-Aged, Self-emp-not-inc,"<=375,000", Some-college,8-12, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13704,Middle-Aged, Private,"<=375,000", 11th,4-8, Married-civ-spouse, Farming-fishing, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13705,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Never-married, Prof-specialty, Unmarried, Other, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13706,Middle-Aged, Private,"<=375,000", 11th,4-8, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,No Gain,No Loss,20-40hrs, Philippines, <=50K
13707,Middle-Aged, Private,"<=375,000", Assoc-voc,8-12, Married-civ-spouse, Protective-serv, Husband, White, Male,No Gain,No Loss,80-100, United-States, <=50K
13708,Old, Self-emp-not-inc,"<=375,000", Some-college,8-12, Married-civ-spouse, Farming-fishing, Husband, White, Male,No Gain,No Loss,60-80hrs, United-States, <=50K
13709,Old, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Protective-serv, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13710,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Adm-clerical, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
13711,Old,,"<=375,000", Some-college,8-12, Divorced,, Unmarried, White, Female,No Gain,No Loss,40-60hrs, United-States, >50K
13712,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Sales, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13713,Old, Private,"<=375,000", Assoc-acdm,8-12, Married-civ-spouse, Prof-specialty, Wife, White, Female,No Gain,No Loss,60-80hrs, United-States, <=50K
13714,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Sales, Wife, White, Female,Medium Gain,No Loss,20-40hrs, United-States, >50K
13715,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Sales, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13716,Middle-Aged, Local-gov,"<=375,000", Masters,12-16, Never-married, Prof-specialty, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13717,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Transport-moving, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13718,Young, Private,"<=375,000", Some-college,8-12, Never-married, Other-service, Own-child, White, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
13719,Young, Local-gov,"<=375,000", Some-college,8-12, Never-married, Protective-serv, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13720,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13721,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Adm-clerical, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13722,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,Modest Loss,20-40hrs, United-States, >50K
13723,Middle-Aged, Local-gov,"<=375,000", Some-college,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13724,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Never-married, Prof-specialty, Own-child, White, Female,No Gain,No Loss,60-80hrs, United-States, <=50K
13725,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Sales, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13726,Middle-Aged, Private,"<=375,000", Some-college,8-12, Widowed, Adm-clerical, Not-in-family, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
13727,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Transport-moving, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13728,Middle-Aged, Private,">375,000 and <=750,000", HS-grad,8-12, Divorced, Exec-managerial, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13729,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Divorced, Exec-managerial, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13730,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
13731,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13732,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Adm-clerical, Wife, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13733,Middle-Aged, Local-gov,">375,000 and <=750,000", HS-grad,8-12, Married-civ-spouse, Exec-managerial, Husband, Black, Male,Medium Gain,No Loss,20-40hrs, United-States, >50K
13734,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Never-married, Adm-clerical, Not-in-family, White, Female,No Gain,No Loss,60-80hrs, United-States, <=50K
13735,Middle-Aged, Self-emp-not-inc,"<=375,000", HS-grad,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13736,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13737,Middle-Aged, Federal-gov,"<=375,000", HS-grad,8-12, Never-married, Craft-repair, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13738,Young, Private,"<=375,000", Prof-school,12-16, Never-married, Prof-specialty, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13739,Young, Private,"<=375,000", Some-college,8-12, Never-married, Sales, Own-child, Black, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
13740,Young, Private,"<=375,000", 11th,4-8, Never-married, Other-service, Own-child, White, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
13741,Old, Self-emp-not-inc,"<=375,000", 7th-8th,0-4, Widowed, Farming-fishing, Unmarried, White, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
13742,Young, Private,"<=375,000", 11th,4-8, Never-married, Sales, Own-child, Black, Female,No Gain,No Loss,0-20hrs, United-States, <=50K
13743,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13744,Young,,"<=375,000", 11th,4-8, Never-married,, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13745,Young, Private,"<=375,000", 11th,4-8, Never-married, Transport-moving, Own-child, White, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
13746,Young, Private,"<=375,000", Some-college,8-12, Never-married, Transport-moving, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13747,Middle-Aged, Private,"<=375,000", Masters,12-16, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,No Gain,No Loss,20-40hrs,, <=50K
13748,Middle-Aged, Private,"<=375,000", Masters,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,Modest Loss,40-60hrs, United-States, >50K
13749,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Divorced, Other-service, Not-in-family, Black, Female,No Gain,Modest Loss,20-40hrs, United-States, <=50K
13750,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,20-40hrs, England, >50K
13751,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, Other, Male,No Gain,No Loss,20-40hrs, Mexico, <=50K
13752,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Married-civ-spouse, Craft-repair, Husband, Black, Male,Medium Gain,No Loss,20-40hrs, United-States, <=50K
13753,Young, Federal-gov,"<=375,000", Some-college,8-12, Divorced, Adm-clerical, Unmarried, Black, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13754,Middle-Aged, Private,"<=375,000", Some-college,8-12, Never-married, Exec-managerial, Not-in-family, White, Female,No Gain,Appreciable Loss,20-40hrs, United-States, >50K
13755,Young, Private,"<=375,000", Some-college,8-12, Never-married, Sales, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13756,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Never-married, Adm-clerical, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13757,Middle-Aged, Private,"<=375,000", Some-college,8-12, Never-married, Handlers-cleaners, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13758,Middle-Aged, Self-emp-inc,"<=375,000", HS-grad,8-12, Never-married, Craft-repair, Not-in-family, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13759,Middle-Aged, Private,"<=375,000", 1st-4th,0-4, Never-married, Other-service, Other-relative, White, Female,No Gain,No Loss,20-40hrs, El-Salvador, <=50K
13760,Young, Private,"<=375,000", 12th,4-8, Never-married, Sales, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13761,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Never-married, Sales, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13762,Old, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,Medium Gain,No Loss,40-60hrs, United-States, >50K
13763,Middle-Aged, Self-emp-not-inc,"<=375,000", HS-grad,8-12, Married-civ-spouse, Farming-fishing, Husband, White, Male,No Gain,Modest Loss,20-40hrs, United-States, <=50K
13764,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Adm-clerical, Own-child, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13765,Old, Private,"<=375,000", 10th,4-8, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
13766,Old, Private,"<=375,000", 10th,4-8, Married-civ-spouse, Farming-fishing, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13767,Middle-Aged, Private,">375,000 and <=750,000", Some-college,8-12, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,Medium Gain,No Loss,20-40hrs, United-States, <=50K
13768,Middle-Aged, Federal-gov,"<=375,000", HS-grad,8-12, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,No Gain,No Loss,20-40hrs,, <=50K
13769,Middle-Aged, Self-emp-inc,"<=375,000", HS-grad,8-12, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
13770,Middle-Aged, Private,"<=375,000", Assoc-acdm,8-12, Divorced, Exec-managerial, Not-in-family, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13771,Young, Private,"<=375,000", HS-grad,8-12, Never-married, Adm-clerical, Own-child, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13772,Old, Private,">375,000 and <=750,000", Bachelors,12-16, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,0-20hrs, United-States, <=50K
13773,Middle-Aged, Private,"<=375,000", Some-college,8-12, Divorced, Sales, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13774,Middle-Aged, Private,"<=375,000", HS-grad,8-12, Never-married, Machine-op-inspct, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13775,Middle-Aged, Self-emp-not-inc,"<=375,000", Some-college,8-12, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, <=50K
13776,Old, Local-gov,"<=375,000", HS-grad,8-12, Widowed, Other-service, Unmarried, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13777,Old, Self-emp-not-inc,"<=375,000", Bachelors,12-16, Married-civ-spouse, Farming-fishing, Husband, White, Male,No Gain,No Loss,0-20hrs, United-States, >50K
13778,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Never-married, Sales, Unmarried, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
13779,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,Modest Loss,40-60hrs, United-States, >50K
13780,Young, Private,"<=375,000", Bachelors,12-16, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,No Gain,No Loss,20-40hrs, Philippines, <=50K
13781,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Never-married, Prof-specialty, Not-in-family, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
13782,Middle-Aged, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Sales, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
13783,Middle-Aged, Private,"<=375,000", Some-college,8-12, Divorced, Adm-clerical, Other-relative, White, Female,No Gain,No Loss,20-40hrs, United-States, <=50K
13784,Old,,"<=375,000", Prof-school,12-16, Married-civ-spouse,, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, <=50K
13785,Old, Private,"<=375,000", Bachelors,12-16, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,No Gain,No Loss,20-40hrs, Philippines, <=50K
13786,Middle-Aged, Private,"<=375,000", Some-college,8-12, Married-civ-spouse, Adm-clerical, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
13787,Middle-Aged, State-gov,"<=375,000", Bachelors,12-16, Married-civ-spouse, Exec-managerial, Husband, White, Male,No Gain,No Loss,40-60hrs, United-States, >50K
13788,Old, State-gov,"<=375,000", Doctorate,12-16, Married-civ-spouse, Prof-specialty, Husband, White, Male,No Gain,No Loss,20-40hrs, United-States, >50K
13789,Middle-Aged, Private,"<=375,000", Assoc-acdm,8-12, Divorced, Machine-op-inspct, Own-child, White, Female,No Gain,No Loss,40-60hrs, United-States, <=50K
